"target_id","exp_cnt","click_cnt","image_text_price",
"e5a69a5f-b11a-4e91-ad7d-0d91605413c7000","36","","40.0000",
"e617f1c8-0784-4184-b0a1-c4e5898120ee000","155","7","20.0000",
"e63ac52c-55f0-4576-8783-d4bf9ff23ace000","60","10","30.0000",
"e68b8a48-4096-47f8-88af-95a9d987712a000","755","19","80.0000",
"e78211ae-09e0-4a03-871d-a640df250912000","48","5","100.0000",
"e80d617b-51c3-429b-8aac-ad1f554a0c0a000","26","","15.0000",
"e87365e2-7a50-48fe-adc6-6de20121beda000","63","6","20.0000",
"e89ac1ff-fc04-4aab-ba18-bcd7e2f7d3cb000","59","3","25.0000",
"ea50ec3b-dc3d-47e7-b0ed-aabb0b259494000","50","1","30.0000",
"ead1b200-2152-43d6-b5f6-3faac19dae38000","23","1","",
"ead7dd5a-5dd8-42ad-8ad5-41ea75f9aae2000","111","2","30.0000",
"eaf88aca-efe6-4603-bbf1-6f6fbd73e2e1000","13","","",
"eb1959d9-60c2-4aab-9b7d-fe7772c3d030000","694","15","30.0000",
"eb2d9ca0-66a2-43e8-bf14-076eb7f90d8d000","28","1","30.0000",
"eb999b42-3e36-4c6d-a298-1644b84734b2000","19","","",
"ec95387e-5763-471a-b66a-980413bbd7ee000","48","1","30.0000",
"ecbbb663-5450-40ac-a767-514f93aeca78000","2313","114","200.0000",
"ed7d2fd6-4945-4f94-ac1a-a10654e4f63c000","13","1","6.0000",
"edbf368f-3743-4882-a402-526b93bfcf93000","135","1","30.0000",
"ee021045-c0af-4757-be08-36b99df1f156000","375","11","80.0000",
"ee5a59e5-3bda-46b2-8a7a-dce066233898000","66","3","80.0000",
"eea4e3a5-8879-4950-998c-4c5505652f94000","28","","",
"f02c9680-a685-46e2-9bd4-d5546e0c55ca000","35","7","40.0000",
"f03abbb1-c614-44c2-83b1-654e225529c1000","14","","10.0000",
"f0adf77e-82d0-4001-bcb3-0a06dca44d2d000","29","","30.0000",
"f0eba4e0-ad54-47cf-ba93-e459cd2f8c33000","18","","12.0000",
"f1a67f7e-68d8-40eb-90c5-af214290e927000","2211","97","60.0000",
"f273943b-1697-4bc3-badb-384e52def2e6000","60","2","25.0000",
"f374a915-53e6-40f7-8283-b9925a017482000","32","1","100.0000",
"f37fd8c6-6a5f-42a3-9fca-5d9348fbb2a4000","16","","",
"f3a80b75-fc44-4ca9-be78-c0e2c9a4a62c000","20","1","",
"f3ab30af-3ba8-4e2c-8c58-d739cc9cbe40000","27","","",
"f40e01ed-311d-46c4-b620-6df55a2b41a7000","65","","39.0000",
"f45fd282-c044-4be0-9765-c8c562e7c129000","11","","50.0000",
"f469a1cc-f9a6-43b5-9d35-b363ce92cda4000","20","","",
"f5597b9b-ef62-4b85-b850-d10e7c552acd000","14","","",
"f57b3d10-fe98-4315-bf16-0c82f22ff423000","31","2","11.0000",
"f5f1fff6-7298-4b2e-b3b4-57e6944b6065000","20","","",
"f7027e0a-55de-4648-919e-1b1a07942d06000","23","","",
"f78c20a9-45db-44f4-817b-31a184cd108a000","26","","",
"f870ba5b-ce3c-4313-ba58-9830e276b80d000","15","","50.0000",
"f93f4fd0-ea43-48c7-81f2-f428366bedc8000","233","12","30.0000",
"f98832a9-affa-4941-a2ce-1ed0306bc5e7000","85","","25.0000",
"fa219f32-a256-41d4-8e88-04b284300177000","14","","30.0000",
"fb852822-5c61-40ed-8cde-cd55956697cc000","125","8","180.0000",
"fc2b97be-714e-4771-8685-92b4812b8f1b000","24","2","40.0000",
"fd0d100d-6282-4236-8d42-ff56f3d11565000","24","2","20.0000",
"fd6f74cb-ac68-4cdb-a2ce-60a7a2692e33000","15","","30.0000",
"fd8b70d9-40ff-4a09-bb59-a631ccb61556000","82","4","10.0000",
"fd966e41-98fe-4faf-8c20-1d9d34ca7c8d000","2818","108","50.0000",
"fdbb02a6-6310-4f4e-9aef-6a1944656d01000","23","3","10.0000",
"fe67a8bd-5657-40f8-b5e0-af79e731d9ac000","259","16","50.0000",
"ff0296ec-d174-4875-86be-b4e5b348e675000","14","","100.0000",
"ff43d4cb-252a-44ad-a5ff-518650a5726c000","286","15","25.0000",
"fffff8a0-2cb7-42be-8281-b96847d4aeaf000","51","","15.0000",
"000e3a6d-2725-4222-bdb9-dddffa022e41000","29","1","20.0000",
"00F283538FF8BA0AE050A8C00F017471000","461","22","60.0000",
"00F283539037BA0AE050A8C00F017471000","12","","60.0000",
"00ea149b-3ad1-47e9-ab2c-6f705a872758000","13","","20.0000",
"01e4ede2-38c4-4aa5-88a4-a70deaec64e3000","149","6","30.0000",
"02867005-c6a8-430e-9ed3-08cceddeff4a000","28","","",
"03130219-db50-4f08-9aa4-ed6cb0ebaabc000","224","4","50.0000",
"039af57a-14b8-4b0b-8267-69d673db0c57000","1809","69","120.0000",
"039df9e2-8e7c-4e7a-9de8-8da97540e001000","17","1","50.0000",
"03C845975F481784E0530F01A8C0DDC0000","22","1","",
"03c70ef7-3c84-4984-94ff-43a7cbb94026000","29","","5.0000",
"03d8bfa3-70d1-4b00-b311-e4f306ad3f00000","133","6","30.0000",
"0452e84c-5be4-41ca-8c78-f955e49e85ee000","945","19","25.0000",
"047670a9-a36f-486a-a5ab-5a7202597440000","14","","",
"04a76efc-b687-4f3e-afc2-0a6f1a344362000","763","38","30.0000",
"054e93a7-8f28-4798-9a2c-1ad760ff5409000","105","4","30.0000",
"064216dd-4ea3-46ca-bc46-fcd99b71083f000","33","","",
"064e6a63-daf0-4a19-906d-df758552ad12000","59","4","",
"07dee4fa-702c-4cda-a7d7-ba1e2a165095000","12","","30.0000",
"085104d3-7a16-49bf-8516-dbbe87bb8b50000","124","9","150.0000",
"08830289-7df2-426a-890b-0106f2acccde000","13","1","30.0000",
"0908610f-c045-4f51-9947-21216991874d000","78","5","100.0000",
"09b73f58-022d-4a80-8f4e-bc50fc30551e000","63","2","50.0000",
"09bf3c66-5ea0-44ab-8149-771472ba7bd0000","33","1","50.0000",
"0a477427-582b-49ac-a012-084aa9118825000","40","1","10.0000",
"0a6c48d0-f142-4664-8014-8fb40a39fd03000","14","","30.0000",
"0b42907e-80ad-46e6-a36e-2fa342706436000","13","","",
"0b9c03bc-ac2f-44b6-9b35-a28d980b0537000","466","40","50.0000",
"0bb3f50b-d5b9-4edb-ae9c-70ca59ccf088000","138","4","40.0000",
"0ce9faa2-b0d6-4781-92d3-2be1a52e38a4000","19","","25.0000",
"0cf8572e-30ab-4719-8f03-9b1b27dd5447000","65","1","",
"0cffe403-cead-40fd-a88d-d1484978cc73000","20","","",
"0ed0d4f2-4488-4f04-8fc0-e92c156b781e000","48","","20.0000",
"0ee2e68b-5eb4-4c93-b299-26a315c2ca9c000","11","1","20.0000",
"0ef78624-20b9-47a1-8c15-7e5bcfcc3626000","19","","20.0000",
"0f352e83-c07f-4e73-9d8a-d30819da21b7000","99","1","20.0000",
"0f78a03a-24ce-4224-8b78-d1e163cc296a000","22","1","30.0000",
"0f88c6ff-cdf3-471a-bdbb-ee4c7eb93a83000","193","11","8.0000",
"0fef4972-8d34-4e1c-8342-e8b9e7555ddd000","26","1","20.0000",
"112ba0fe-43bc-48f5-a65f-5a336ee2ba57000","15","1","20.0000",
"125619244450366000","41","3","",
"126500238265418000","12276","790","200.0000",
"126708686275894000","1085","54","150.0000",
"128072447562819000","1745","94","300.0000",
"128807524224717000","282","18","100.0000",
"129dfeff-4746-4c2a-8118-0687cc5cc0b0000","12","2","50.0000",
"12af2a13-19a5-4f2c-95e7-fc03e0fbc13f000","17","1","50.0000",
"130d3d65-36b6-492b-93b4-cea84c95cfd6000","103","3","29.0000",
"137237107147969000","184","6","50.0000",
"137237107923388000","264","17","100.0000",
"138181402747026000","88","17","200.0000",
"138327387808175000","178","4","30.0000",
"13b23fc1-087c-44f3-8d5a-a6c43d776d25000","147","4","30.0000",
"13fa56f5-443c-48fc-928f-802c9e0410a6000","12","","",
"140668790530521000","12","","40.0000",
"142001080117896000","188","8","40.0000",
"14cfbf85-385e-4c54-b1a5-1eacedebc7f7000","24","1","",
"153a7683-45c2-4952-9667-f9d66d5569dd000","155","1","20.0000",
"155e0b3a-0699-42d2-a95d-00a879d270f2000","14","1","",
"1613c8a3-b772-43f5-a50d-8dd7d6619178000","669","55","99.0000",
"1647f31f-07e7-4cc2-9c08-67596805c90d000","35","2","20.0000",
"16ef2123-908a-428e-b1b4-8c16c7ecff50000","184","","30.0000",
"175ef74d-f0f3-4390-be5a-ba3ed092d55f000","59","1","20.0000",
"189dd4c0-dbcb-4339-96fc-c88917f946ca000","115","","20.0000",
"195041aa-f74e-488f-8641-060cfaa2a8c9000","36","","150.0000",
"1987f359-d22d-4fa4-82f5-e4e65203214f000","315","19","50.0000",
"1a282c86-bee0-42df-9fd7-691445ce59e0000","751","66","36.0000",
"1b602333-3a96-4c25-ab7e-50c36d4e22b4000","3266","195","20.0000",
"1b794b2f-df9c-4139-81df-b37d5d721d56000","13","","20.0000",
"1c01f31a-cece-4b60-87a1-c281c09d3569000","11","","",
"1c0f77ed-d5ef-48cf-88d9-4a60f712e25c000","39","","15.0000",
"1c5c8cab-9f72-4c4c-b0f9-b15a188d9e7c000","11","","",
"1c832837-aac5-4076-af8d-6d17e87b0422000","34","2","20.0000",
"1d2dc74f-64b9-4be5-a048-219ee6c6ffd9000","16","","5.0000",
"1db1fd0c-7c65-4930-b79c-5d83618ac640000","38","3","20.0000",
"1df586dd-dec0-4f94-8edc-0eca50f5a141000","11","","",
"1e53bcf2-867e-4b16-a3a4-22e56ec5e26e000","15","1","25.0000",
"1ef9fe3f-0c5c-4e36-8764-ee969aaba6a3000","29","","30.0000",
"1fc07e92-5185-4b4f-94c3-3ce4f84dd22a000","29","1","20.0000",
"2012038f-a00b-426b-90f4-d6a9e2555a04000","52","","",
"2023116c-3c4d-45e0-8b53-a7308be5cbb2000","394","9","25.0000",
"203cf840-0a7b-4203-831d-282739e9324d000","19","","30.0000",
"21cdc2ea-3751-448b-ae9e-5809737354c1000","90","2","20.0000",
"2271645d-a3f9-4d31-b478-5d578a93236c000","334","21","49.0000",
"2291ad42-0552-4f8f-9830-41043627db76000","60","2","30.0000",
"231265af-687a-4bdd-95e3-4fead12171a7000","19","","10.0000",
"23355c4f-3b3f-4878-a04b-cf601b2938b8000","150","4","20.0000",
"2391bd00-743c-4189-8bac-325a4ca17cd8000","70","3","100.0000",
"2427bb9e-00c3-4c2a-b4df-071344d55c89000","49","","",
"24a36b39-cee7-4863-83f6-9e8f3742bcb8000","35","1","20.0000",
"24fbe00c-377b-4174-a497-59894e47dc2f000","26","1","30.0000",
"259670fb-248d-4565-aa6d-96e30022be6a000","14","2","",
"262d8419-fba4-44e0-9dec-dbc1b7040907000","179","7","30.0000",
"2689fa3a-8770-4d11-a66a-8fcd2e794344000","18","9","30.0000",
"268a9cbd-b00c-4600-a6a2-ceddb3d472c5000","31","","20.0000",
"26abb47a-e029-4f24-97fa-2d46f63f9228000","181","7","100.0000",
"2787d815-e6d9-4040-81b0-6839504a0ce3000","13","","40.0000",
"288362df-a6e1-4b45-a766-9dd6f19cac5e000","21","","15.0000",
"28ae9c3f-3682-4170-9623-2df3e892757f000","225","9","30.0000",
"28f5ed6d-e6db-490d-bb26-6644d380ecde000","25","","30.0000",
"294bdbcd-4823-47fb-9c4a-3fce02e83c4f000","14","","30.0000",
"296a77f3-6952-425b-b020-0db951a4b4ca000","67","4","3.6000",
"29be8fdb-a6b1-43df-8963-f8d97b5afe36000","11","","21.0000",
"29c9cf14-5aa8-4240-be8f-f4ee6b9f6509000","218","8","40.0000",
"2a1bdfdc-e7ce-43c5-b56d-06d9adfae608000","38","","30.0000",
"2a3b44dc-b2f4-4048-b338-316d9552e990000","1644","170","200.0000",
"2a5c4da2-33ff-4108-b089-eb2eb7e5dc9f000","27","1","30.0000",
"2b0f962b-13d9-44cc-8e73-4bf796408675000","57","1","20.0000",
"2c3695bc-7209-4967-80f1-b4559401cf55000","13","","30.0000",
"2c4cb0cf-0213-4134-94de-1b629679a3ed000","21","5","",
"2d15113f-9471-4ad4-9f45-ab390bcd3866000","18","1","100.0000",
"2d3754ca-1b78-4bfc-9039-6d46db68b87f000","228","32","200.0000",
"2d77dd62-b658-45d2-a0d9-d9e03612b83f000","15","","5.0000",
"2dc4a6f7-6894-4ad5-bafa-87c63e854bb4000","1186","85","30.0000",
"2e874d70-8b47-49aa-822b-02ee37e3cd38000","289","31","60.0000",
"2ea4bbb2-2fdc-4d03-903b-0ac0d9148cc9000","22","","",
"2ff6e06b-c681-4203-a39f-ef5f35d0f87e000","52","","",
"2ff840a3-aa36-4d5f-86c4-c6012b0492c3000","61","2","100.0000",
"30475e74-2650-43b3-83d5-21c0233e05d3000","27","","",
"3073a717-7660-4275-98df-077ac1b07e6e000","2789","231","200.0000",
"308eb2ca-34cb-4edf-b880-cf56a8e55adb000","118","5","20.0000",
"31397787-9621-4796-883d-3a70fe936a6f000","411","25","80.0000",
"317ee0ed-5cbe-455c-9f07-1c9f789bc93b000","30","1","",
"328a405b-3596-4f50-b1c5-d5e9569d7544000","38","2","",
"33107916-68a2-4556-b7da-87873d546d0d000","388","10","20.0000",
"336bb06f-4eb5-4ebd-ac4c-4cb3eb1b2531000","154","10","20.0000",
"33eb0f99-3b88-49ee-a46f-6e258cb668b8000","24","","20.0000",
"34ed3cd7-b671-4874-b8fe-cdd9e5e015b4000","103","1","20.0000",
"353bdd5f-ac1f-4ce6-b8de-6ff80a424095000","11","4","30.0000",
"35ce2456-dd99-4155-a379-8374885c8ff7000","76","","10.0000",
"35f65bf6-130e-475b-9f76-e82995771c85000","62","3","15.0000",
"361cd9ae-3467-4d2d-accb-7aa934609440000","841","42","30.0000",
"36352c6d-6162-4968-b715-c0cdb9674512000","18","","20.0000",
"363e7ffa-0804-4437-8604-e1c2b13402e7000","24","","25.0000",
"368bb0e6-88a2-49b9-ba95-bacad37a7936000","156","8","100.0000",
"3768600f-646f-4b68-af87-c9362b92089a000","39","3","20.0000",
"380476a8-83b0-43a5-b3e6-ee523ca440f1000","13","","",
"380a2791-fdd2-4419-b094-8c92942b4163000","18","","30.0000",
"38958454-0bf5-4cd6-b102-b1484e706386000","343","24","30.0000",
"38f327e6-c534-49c3-b589-025f2f9b9a45000","493","30","60.0000",
"390b0760-a76a-470b-b1ee-6164d769d78a000","21","","30.0000",
"395beaf9-f054-4abb-b6d3-8d89d219cc6e000","63","5","20.0000",
"39dcf261-7c4f-4629-940a-ef0201087c9a000","11","","5.0000",
"39eae977-a6fd-4b3f-a120-c19263f75537000","15","","10.0000",
"3a8e1e78-c926-45e1-888f-37a9dfadcdb2000","19","2","40.0000",
"3be9e4bb-f9c7-4b55-9458-437b4410ea64000","32","3","100.0000",
"3c1bbcb5-3122-4b84-8acb-a0f668c21417000","281","4","15.0000",
"3c9161a6-4706-48f7-b929-e97e9c7b7200000","44","","20.0000",
"3cb9820a-d2f5-4029-8c1a-42d252b41cab000","63","2","30.0000",
"3ccbe360-2db0-4521-828c-60d92184ab5f000","44","3","30.0000",
"3d221aeb-0614-4311-b543-8dbef675b8ee000","23","1","50.0000",
"3da08b21-693e-485e-b779-eb9366da2255000","18","2","20.0000",
"3f5be9ac-30e5-4e98-ac9d-d49e5b312ffb000","89","5","100.0000",
"402c6023-a33c-4d47-8247-de8bf0219236000","17","","",
"40d8d93f-7c6d-4150-a5e5-eafc9ae95bb9000","80","1","30.0000",
"4119a526-c3ef-4194-8584-fd37eb3a525f000","19","","30.0000",
"41a53a1d-0eae-456e-a20e-1711468ddaff000","49","2","20.0000",
"423e5fbd-804a-46ea-b992-345a409c5aa8000","21","","25.0000",
"4274edc0-6202-4281-80b8-7f03dd65a5c5000","18","","30.0000",
"42ad7238-d130-40a0-87ed-297f692b31a1000","14","","",
"430631eb-019c-48bb-8271-8e9ab1b68d68000","34","","",
"43497060-b0a9-4bfe-ba17-8dbb8201d3a8000","14","","",
"43855276-b5c5-4edb-989f-bed80666c7fe000","156","3","20.0000",
"43e4fbbc-f555-4c72-a4b3-bac9bd08dfc4000","11","","",
"43f87aae-ad7b-46bc-a824-e67e1a371f78000","921","58","30.0000",
"44357216-0cf7-4634-8f39-3dad00b8ea77000","99","4","20.0000",
"445f3664-821a-49ae-997a-bcbde93ba615000","13","","30.0000",
"453ca92e-8865-4452-ae38-168dd6454164000","241","15","25.0000",
"4635099f-5ecf-4d24-a3bb-480ae1b2505e000","46","","50.0000",
"4649cc0d-b0e4-40f4-b4db-7b55c15bc0f5000","182","","30.0000",
"4772923f-f365-4d07-ae71-7c59f4e1146c000","12","","",
"47d3ee83-9d8e-4041-828f-cadaeb42fc97000","28","","100.0000",
"4879930c-dd45-4c63-9180-a9611798e689000","22","","25.0000",
"48d9eefd-0222-4211-874c-9416f4d42530000","86","1","30.0000",
"497f0914-ecbc-422b-a377-b778b39f02e0000","17","2","",
"4a757d89-a616-4980-8df0-07fbec856c70000","174","7","60.0000",
"4a9d5b3a-5a4f-4acf-b10e-dbfc70a116c6000","1634","212","40.0000",
"4b153151-fc8c-4fe7-9041-4578c7a8af76000","16","","10.0000",
"4b716255-c10b-4c81-b14c-ad5e8f48dc69000","45","6","30.0000",
"4ba8647d-7b03-40af-973f-39fce1461b20000","13","","30.0000",
"4bb9f580-adbc-42f6-8393-cd0b65fcceeb000","64","2","20.0000",
"4bd780e7-137c-45f0-a0b1-a97e0bcedb00000","21","","30.0000",
"4c29ee56-fa5a-44c6-8762-4ca43ec4d0aa000","16","1","30.0000",
"4cccd95d-8305-43c7-b398-c924639b158b000","47","","",
"4d2e7cb6-9c52-4eb1-b418-d49db78aca0b000","22","1","50.0000",
"4e005fbf-e107-42e1-8dfe-3f8473a4fc5e000","13","2","",
"4e4f0c82-62ac-4744-8121-e4847f1278ca000","385","25","100.0000",
"4ee0fe8b-dd52-4f9b-a553-fba8e9efcf6e000","47","","30.0000",
"4f003303-ec4c-48ae-9c30-05be821d6d76000","26","1","",
"500471c8-5c78-441c-8b9c-46e079a36762000","68","1","60.0000",
"509d15f4-6c74-4265-8516-7112b0d89c07000","121","5","300.0000",
"510ba276-54c1-4835-9e05-fa5d4c9fc4cb000","11","","",
"51678108-3084-40ad-b7a3-950d2c3e0697000","54","","30.0000",
"5185424b-eba4-4de0-b3da-389b4f82fda4000","34","","30.0000",
"52088566-a62b-4def-9dec-5bbb64fe1981000","62","2","25.0000",
"52999c0e-efe0-413c-a3a4-0ed3d513419d000","610","31","10.0000",
"533de96c-70e1-447b-b7e0-7302b05f2f99000","164","5","30.0000",
"53bef158-d462-4223-95b4-db8ae933d235000","118","1","25.0000",
"53c1cc43-8a23-4069-a5d2-3f268c47f790000","19","2","30.0000",
"53c729c0-d0f3-45c9-8091-288c701ddd60000","57","1","30.0000",
"53ff4e4b-91a9-4cd7-a20a-99339a379d8a000","2129","119","20.0000",
"55b3f79c-63a3-42ca-8b9c-9e4aca235f4c000","11","","10.0000",
"56ec43d7-dd26-47cb-beff-a4f0ae90d429000","64","","20.0000",
"57cd36a5-12fe-404a-9c0e-746b1152c22e000","57","1","",
"588b09f1-1e2b-46c8-8b7e-c041fcb0f165000","33","2","50.0000",
"5894192a-ef6b-4c87-b073-fd016bdb13b3000","175","3","30.0000",
"58d46a76-47ea-4a07-8cd1-abfc630e0d05000","2134","41","300.0000",
"58dff4fa-8f7d-481b-ba41-5c20b38523d8000","12","","80.0000",
"58e61b69-75e6-4f86-9cbb-107d2bfc9008000","28","1","15.0000",
"5916f4a4-0118-419e-a810-88987d7fae55000","15","","",
"5956af03-31de-4d12-b6af-9db2e6c98d7f000","11","1","30.0000",
"59732a25-e736-473c-b4f4-f0d0960d26c5000","18","","",
"59a21a43-c27c-4156-b94c-d091fc9bc70a000","224","","",
"59c9cb39-2129-429b-ac8e-55fd99c94237000","51","2","30.0000",
"59ecf4a4-2b05-4b55-9593-0b03d6ebdc9f000","217","3","30.0000",
"5A8C102EF9A4442CA29DC23282817E6B000","91","5","",
"5a2a8a9d-bfc0-49e9-9b04-95e2d7589b14000","34","1","10.0000",
"5b8c0aec-ecb1-4a7a-8982-b5457a33227b000","14","","20.0000",
"5bd6757a-3cf7-432a-9080-581e9b8c8581000","19","2","30.0000",
"5c13d17c-3a48-48a1-9051-46522cc6fc3b000","50","1","60.0000",
"5c3123a6-3d95-4a0a-b4dd-682d1b856729000","12","","30.0000",
"5d751637-39a0-470f-aa36-0eb4e97f8c25000","16","2","30.0000",
"5d96a2f7-2cda-4ec2-a475-660286df0a41000","14","","15.0000",
"5db77f38-5572-4a96-8235-bd0307c07144000","95","","59.0000",
"5dd8ef5e-13f8-4839-a7ac-f51a80d3b47a000","47","2","30.0000",
"5e561160-088c-46b8-8617-48b930a529ad000","2017","83","80.0000",
"5ef5af75-6038-43ec-bbfc-749bba0bf5eb000","119","2","15.0000",
"60800a22-04bd-4eaf-a65e-727242351b66000","352","2","20.0000",
"60ad25cf-1add-493f-b660-d6a031594837000","44","","",
"611cdb61-a519-42bf-b077-c1f421fbd4df000","19","3","50.0000",
"61646b75-cb06-47b0-ac30-1e6a16397027000","56","1","30.0000",
"618974be-7e56-4338-9771-cef415e0cb43000","34","","20.0000",
"61e1e724-f602-42cc-985c-c55c1d438f4f000","14","2","",
"61e874e0-3144-4684-bb82-9e7bd46795e1000","891","23","30.0000",
"63fa79b3-931b-46ec-9b1b-64f51f8aa655000","100","4","30.0000",
"6517464d-f63a-4cdd-af79-136b44ca86d2000","67","2","60.0000",
"65e216f8-6adc-4d01-9a43-0a10b17992d1000","127","4","20.0000",
"66313885-e9c6-4855-9c03-5800b388b370000","857","18","59.0000",
"66475149-95de-4628-8014-3212bbbc9345000","191","11","45.0000",
"666887bb-ead2-472a-b194-1dd988895e55000","89","2","100.0000",
"679529c0-f499-44ef-a1ec-bfbf457fb937000","414","21","100.0000",
"67bc93fd-1403-44fc-b241-1276954f86ed000","33","","30.0000",
"67d4c4c4-58e2-470f-989a-d4b7cacd0d19000","15","","",
"68726aa7-c474-475b-923c-a1e8a859cedc000","3485","231","38.0000",
"68dbd67c-0d57-4950-a9f2-e7ce0f1060cf000","17","1","",
"68e00214-cb50-4ef6-b31a-a28ca50c11f2000","148","8","50.0000",
"68fc71c0-b665-4e67-a0f1-3f263680a297000","22","","",
"69847281-0014-4b18-9e4f-49bbb27cbbc0000","14","","20.0000",
"699734a1-e92f-4978-9e91-0cfd86c69a14000","30","1","",
"699bfbb2-17be-4afb-8bc7-13c8a1e6628d000","97","15","50.0000",
"69e3247d-23f0-458b-87b9-7282162ed54f000","57","2","20.0000",
"6a47f927-527a-4239-bbc3-1358da9d92d8000","241","6","25.0000",
"6a6ade2f-dedb-4e7e-836c-3b6e9ab1fbf7000","45","2","15.0000",
"6ac36f4b-72df-4259-8eab-dd8bb10561a6000","16","1","",
"6b11eef4-34da-4c59-bff4-bce91860d0b6000","61","2","25.0000",
"6bf5eb15-d5bc-49cc-b94f-714640da1ffc000","63","","20.0000",
"6c474b71-3653-4abc-ba2e-65d815719a12000","11","","",
"6c60ccbf-d7e9-4a80-8e3b-3dd267d5d12f000","33","","50.0000",
"6c87016b-8230-4fc0-a83b-2362c118e214000","15","1","30.0000",
"6cd070de-e2e1-4d13-8a39-52c9a257ac14000","13","2","40.0000",
"6d239b7e-90aa-4a4b-b0d5-e12658702261000","12","1","",
"6dee6ed5-02a6-4bae-b348-baf7d54dd8e8000","34","5","20.0000",
"6deef58b-2c03-42dc-9c4b-76ee4b982475000","18","","30.0000",
"6e759109-0b30-4368-bded-def923535075000","1139","61","100.0000",
"6ea573f3-d45c-4640-b06d-179e8160f061000","90","3","5.0000",
"6ed0a468-a0b9-4714-82bc-8800c2e14c4a000","520","12","30.0000",
"70a7d27f-da46-4c94-8c8a-243c80ac8978000","47","3","30.0000",
"71f2ab9b-ca7c-4c27-9eac-6f432c74ed66000","162","28","200.0000",
"721bba0e-af75-472b-971a-c410d5c7b594000","27","2","30.0000",
"73623f8a-4fea-4a00-862d-d0a6d8c9575f000","186","2","20.0000",
"7379cbd6-bf79-40b3-8e7a-c886da891dc4000","25","2","20.0000",
"7491622e-f1f9-4b5d-bb49-99e7b6858a68000","51","3","60.0000",
"74ec7bca-3445-4468-a224-c1874035aad5000","24","1","25.0000",
"757fc9b3-a45a-4391-b3b1-69db82b4aee9000","16","","50.0000",
"75ff1dfc-3741-4c88-bb8f-0738655bcb38000","38","1","15.0000",
"76900402-dc42-4b83-87dd-28ebc91b51e0000","16","","",
"76d3ca66-b5f8-4505-9da9-65b959f4b1a1000","2353","176","60.0000",
"7758fe94-753a-4da1-bf65-5067b69d032a000","20","","",
"785a1702-76ba-4661-aca9-2696ccba0f34000","74","3","30.0000",
"789a7a7e-6ba9-4e3a-9507-893ef3a15853000","34","","50.0000",
"78bcd4fe-1b7f-4d63-8fa0-2f3bddb015a2000","74","1","",
"7962fdda-2f60-4888-bedd-8933a5056403000","12","3","40.0000",
"7a065d9a-c91c-4e69-8654-5f3f36c17066000","12","","",
"7b2526d0-cc56-4848-b89c-0b4b9532b100000","13","","30.0000",
"7b2f83ab-30ca-4209-8f67-5665c31b52a4000","859","23","20.0000",
"7c4f796a-090c-41dc-b756-94ba31e09701000","69","2","50.0000",
"7d7020ff-775e-455b-97d2-d1c932eac2a7000","22","","",
"7d91f955-e589-4ce0-9aa5-a4ab10072f94000","242","8","50.0000",
"7db68003-9e4c-4a7c-b13d-abaa2a9ab07d000","131","4","30.0000",
"7e8bf656-af50-40ea-9f94-481a7d67f447000","25","2","30.0000",
"7ee1a6a0-b138-40a9-b5d1-0067df4a9da9000","40","","20.0000",
"7f326065-91f4-4be8-9462-7914e7a91428000","29","1","20.0000",
"7f3fc01a-4165-4eff-a70c-a5aa4f5cc76a000","30","","30.0000",
"812de93d-2ef1-47ee-a1a1-a6cf363f3b35000","12","","20.0000",
"821cd76f-7654-4f9a-8764-06c7bd3aa116000","88","8","49.0000",
"8360d08a-242c-4813-9ec6-ec43c6c20b3c000","104","13","60.0000",
"8374f736-60f4-4506-b19b-030f48176763000","53","1","30.0000",
"83a676ec-78ac-4c07-93a0-21100ee5c9b0000","295","24","199.0000",
"83f85e98-7033-4469-9da3-db83c6ce7505000","203","5","20.0000",
"853de8f3-9723-49ef-825a-423e977fba64000","37","5","20.0000",
"85475785-6e40-482c-a17f-7dc6d52a4505000","41","","30.0000",
"864538fa-74a8-4876-b5c8-4beed8ce8e7a000","66","1","",
"8678cebc-8dac-4f7f-9777-53dccb1713d0000","11","","",
"86eb3b16-8f3f-4639-8476-c4437c8bd1f2000","38","1","100.0000",
"87be731d-468d-43c7-acd1-2c87fa03d008000","13","","",
"882bf76b-740d-400a-a689-c2352f793e1c000","143","2","80.0000",
"8860d17f-665a-4e8e-acc3-3c03cbbf475e000","13","","",
"8864bd93-e0d7-4c00-baa1-e60960872689000","35","2","20.0000",
"88811bf6-aa44-4d64-b90a-ce0761157cdd000","43","","30.0000",
"889f406c-58b9-4c1c-8aaf-6101cc42f99b000","35","2","50.0000",
"88c4e72e-ce6a-4952-bf3b-e0294a0943b0000","37","1","30.0000",
"88d80d8f-9dc1-44db-87e7-06d153f8c80e000","12","","25.0000",
"8930ed38-cd3e-409e-a3e9-896875ece2b9000","17","","",
"893b6668-c2e5-4a67-9bb9-b182dfc0daab000","39","1","18.0000",
"89db1849-1708-4ad3-aada-2948813f5996000","15","","",
"8ae431d3-7c85-4c62-89ab-e2ce47409cee000","760","28","50.0000",
"8b84ab11-5674-4871-a9ec-6882091342bf000","12","","",
"8ca9569c-d1c1-4224-b65e-13f4b3ba6e57000","830","43","20.0000",
"8cbb181b-cee6-4a86-be7c-6e14c1bbd937000","557","15","300.0000",
"8ccd8403-040f-4b47-85d8-ea4e12471c62000","64","","50.0000",
